timeStep pedestrianId speedInAreaUsingAgentVelocity-PID6 velocity-PID7
2 52 0.0 0.0
2 53 0.0 0.0
2 54 0.0 0.0
2 55 0.0 0.0
2 56 0.0 0.0
2 57 0.0 0.0
2 58 0.0 0.0
2 59 0.0 0.0
2 60 0.0 0.0
2 61 0.0 0.0
2 62 0.0 0.0
2 63 0.0 0.0
2 64 0.0 0.0
2 65 0.0 0.0
2 66 0.0 0.0
2 67 0.0 0.0
2 68 0.0 0.0
2 69 0.0 0.0
2 70 0.0 0.0
2 71 0.0 0.0
2 72 0.0 0.0
2 73 0.0 0.0
2 74 0.0 0.0
2 75 0.0 0.0
2 76 0.0 0.0
2 77 0.0 0.0
2 78 0.0 0.0
2 79 0.0 0.0
2 80 0.0 0.0
2 81 0.0 0.0
2 82 0.0 0.0
2 83 0.0 0.0
2 84 0.0 0.0
2 85 0.0 0.0
2 86 0.0 0.0
2 87 0.0 0.0
2 88 0.0 0.0
2 89 0.0 0.0
2 90 0.0 0.0
2 91 0.0 0.0
2 92 0.0 0.0
2 93 0.0 0.0
2 94 0.0 0.0
2 95 0.0 0.0
2 96 0.0 0.0
2 97 0.0 0.0
2 98 0.0 0.0
2 99 0.0 0.0
2 100 0.0 0.0
3 1 1.194160791439677 1.194160791439677
3 2 1.3160901036952821 1.3160901036952821
3 3 1.6153804084530106 1.6153804084530106
3 4 1.1880850171184778 1.1880850171184778
3 5 1.6876532939462294 1.6876532939462294
3 6 1.1617053601493164 1.1617053601493164
3 7 1.110283735056677 1.110283735056677
3 8 1.2017403089331404 1.2017403089331404
3 9 1.460461090925925 1.460461090925925
3 10 1.6539942302694601 1.6539942302694601
3 11 1.2575903286967902 1.2575903286967902
3 12 1.3012485164644116 1.3012485164644116
3 13 1.4843564230757107 1.4843564230757107
3 14 1.0909735433612433 1.0909735433612433
3 15 0.9507128027107513 0.9507128027107513
3 16 1.0830301839894 1.0830301839894
3 17 1.0495594619959872 1.0495594619959872
3 18 1.4673791908606302 1.4673791908606302
3 19 1.989252892152096 1.989252892152096
3 20 1.3494438541550016 1.3494438541550016
3 21 1.2718953013621048 1.2718953013621048
3 22 1.414428243680727 1.414428243680727
3 23 0.87381905795448 0.87381905795448
3 24 1.6140149465580511 1.6140149465580511
3 25 0.9149786450072557 0.9149786450072557
3 26 0.8177911607444297 0.8177911607444297
3 27 1.34932668295674 1.34932668295674
3 28 1.3719068026958434 1.3719068026958434
3 29 1.3865016365589844 1.3865016365589844
3 30 0.2564642112695907 0.2564642112695907
3 31 1.2225503376268503 1.2225503376268503
3 32 1.6520735793272283 1.6520735793272283
3 33 1.053964835605437 1.053964835605437
3 34 1.0910893944306872 1.0910893944306872
3 35 1.2979153183366026 1.2979153183366026
3 36 0.7384259121249855 0.7384259121249855
3 37 1.0730574869453977 1.0730574869453977
3 38 1.2319102306081555 1.2319102306081555
3 39 1.548182698850111 1.548182698850111
3 40 0.0 0.0
3 41 1.188733045730775 1.188733045730775
3 42 0.5193796772811796 0.5193796772811796
3 43 0.6904331706583615 0.6904331706583615
3 44 0.5606651574488648 0.5606651574488648
3 45 1.3657240860710602 1.3657240860710602
3 46 0.8297943438171481 0.8297943438171481
3 47 1.0811860913637161 1.0811860913637161
3 48 0.8870059270592234 0.8870059270592234
3 49 1.7001871043044865 1.7001871043044865
3 50 1.0445774249906024 1.0445774249906024
3 51 1.4826389120147179 1.4826389120147179
3 52 1.8545665369959723 1.8545665369959723
3 53 1.3196365452602472 1.3196365452602472
3 54 1.0682940436752413 1.0682940436752413
3 55 1.0622426861255643 1.0622426861255643
3 56 0.5155631179384621 0.5155631179384621
3 57 1.1925128396595772 1.1925128396595772
3 58 1.1667352369380721 1.1667352369380721
3 59 0.9645288687443188 0.9645288687443188
3 60 -1.0 1.3163591540358186
3 61 1.844683997332552 1.844683997332552
3 62 1.7881889021398103 1.7881889021398103
3 63 1.0826788010012287 1.0826788010012287
3 64 0.9609303190340088 0.9609303190340088
3 65 0.972409765377006 0.972409765377006
3 66 1.3422093807776694 1.3422093807776694
3 67 1.513805906968757 1.513805906968757
3 68 1.277668585225701 1.277668585225701
3 69 0.6006116059204989 0.6006116059204989
3 70 0.35294804522402357 0.35294804522402357
3 71 1.0604639306453096 1.0604639306453096
3 72 1.0012227760745522 1.0012227760745522
3 73 0.9811266770714131 0.9811266770714131
3 74 1.1729034651752335 1.1729034651752335
3 75 0.0 0.0
3 76 0.9768618267726537 0.9768618267726537
3 77 0.40275089462663055 0.40275089462663055
3 78 0.0 0.0
3 79 0.7247597022005489 0.7247597022005489
3 80 0.0 0.0
3 81 0.9859643696126298 0.9859643696126298
3 82 0.5301079058629987 0.5301079058629987
3 83 0.4032412726792541 0.4032412726792541
3 84 0.2366140475629524 0.2366140475629524
3 85 0.26784827027330443 0.26784827027330443
3 86 1.7668972733070865 1.7668972733070865
3 87 0.39891712550514563 0.39891712550514563
3 88 0.49358623067355684 0.49358623067355684
3 89 0.30350634679033395 0.30350634679033395
3 90 1.6223963684407787 1.6223963684407787
3 91 0.6132259423232292 0.6132259423232292
3 92 0.49711433257851834 0.49711433257851834
3 93 0.29625465056045136 0.29625465056045136
3 94 0.6823758218903396 0.6823758218903396
3 95 1.7900857593716952 1.7900857593716952
3 96 0.3848543632005837 0.3848543632005837
3 97 0.4930249286294353 0.4930249286294353
3 98 0.0 0.0
3 99 0.44244357373939397 0.44244357373939397
3 100 1.673737725537558 1.673737725537558
4 1 1.194160791439677 1.194160791439677
4 2 0.5229972383246159 0.5229972383246159
4 3 0.0 0.0
4 4 1.1877038398738318 1.1877038398738318
4 5 0.5213737005650719 0.5213737005650719
4 6 0.39942799375858773 0.39942799375858773
4 7 0.45682315473377216 0.45682315473377216
4 8 0.35304666675073687 0.35304666675073687
4 9 0.4560550041371116 0.4560550041371116
4 10 1.5080639934929292 1.5080639934929292
4 11 1.2370000474235796 1.2370000474235796
4 12 1.2976633116343834 1.2976633116343834
4 13 0.1976175817658853 0.1976175817658853
4 14 0.415446514502429 0.415446514502429
4 15 0.74507159646727 0.74507159646727
4 16 0.49516313872560885 0.49516313872560885
4 17 0.7864602779122101 0.7864602779122101
4 18 1.472237214336652 1.472237214336652
4 19 1.989252892152096 1.989252892152096
4 20 1.352999489211818 1.352999489211818
4 21 1.4096036849581184 1.4096036849581184
4 22 1.5084598665417392 1.5084598665417392
4 23 1.2614253850733212 1.2614253850733212
4 24 1.6576916900619483 1.6576916900619483
4 25 0.8044466063881434 0.8044466063881434
4 26 0.0 0.0
4 27 0.7589845083848928 0.7589845083848928
4 28 0.6859534013479218 0.6859534013479218
4 29 1.1373155287320964 1.1373155287320964
4 30 0.24347076819415134 0.24347076819415134
4 31 0.1971303186443409 0.1971303186443409
4 32 0.0 0.0
4 33 0.19202776182000808 0.19202776182000808
4 34 0.3471142507234391 0.3471142507234391
4 35 1.2979153183366023 1.2979153183366023
4 36 0.0 0.0
4 37 1.0779568540823907 1.0779568540823907
4 38 0.35845083593729166 0.35845083593729166
4 39 1.3987263748337324 1.3987263748337324
4 40 0.2468397880032723 0.2468397880032723
4 41 1.2214151964691526 1.2214151964691526
4 42 1.395746017890489 1.395746017890489
4 43 1.3437216093590567 1.3437216093590567
4 44 0.21472948408723377 0.21472948408723377
4 45 1.3868121803803806 1.3868121803803806
4 46 0.44702153658122246 0.44702153658122246
4 47 1.2648835454460372 1.2648835454460372
4 48 0.657643235755236 0.657643235755236
4 49 1.4123618986766167 1.4123618986766167
4 50 1.0445774249906024 1.0445774249906024
4 51 0.34972607177040194 0.34972607177040194
4 52 -1.0 0.41792092143116566
4 53 0.9723252022839923 0.9723252022839923
4 54 0.4088184314088203 0.4088184314088203
4 55 0.40650267713124394 0.40650267713124394
4 56 0.4752744570977612 0.4752744570977612
4 57 1.268202218106293 1.268202218106293
4 58 1.0858142324923266 1.0858142324923266
4 59 0.0 0.0
4 60 0.24929446784771972 0.24929446784771972
4 61 1.731129264370306 1.731129264370306
4 62 0.7137509415524962 0.7137509415524962
4 63 1.203252294262779 1.203252294262779
4 64 0.3829604052106423 0.3829604052106423
4 65 0.8187589803533586 0.8187589803533586
4 66 1.2237876056855792 1.2237876056855792
4 67 1.5064323548131244 1.5064323548131244
4 68 1.5141824508305428 1.5141824508305428
4 69 1.3086756214657826 1.3086756214657826
4 70 1.328878954708748 1.328878954708748
4 71 0.5475047994734366 0.5475047994734366
4 72 0.6933742230765865 0.6933742230765865
4 73 0.31160563198494257 0.31160563198494257
4 74 0.31294814853722724 0.31294814853722724
4 75 1.5317306143686231 1.5317306143686231
4 76 0.5286738110310499 0.5286738110310499
4 77 0.7876621847470253 0.7876621847470253
4 78 1.2788805854866196 1.2788805854866196
4 79 1.4256389430726981 1.4256389430726981
4 80 1.3771040322290515 1.3771040322290515
4 81 0.6690737890003218 0.6690737890003218
4 82 1.2584760437038776 1.2584760437038776
4 83 0.36460513062624467 0.36460513062624467
4 84 0.5353694333112416 0.5353694333112416
4 85 1.1663714122446025 1.1663714122446025
4 86 1.769416648000845 1.769416648000845
4 87 0.48323710954449545 0.48323710954449545
4 88 0.0 0.0
4 89 1.0476524600464832 1.0476524600464832
4 90 1.7475019176347175 1.7475019176347175
4 91 0.33035318335358854 0.33035318335358854
4 92 0.6365861009566237 0.6365861009566237
4 93 0.0 0.0
4 94 1.1714304626791667 1.1714304626791667
4 95 -1.0 1.9234930525878537
4 96 0.41516959134937104 0.41516959134937104
4 97 0.46553763939620585 0.46553763939620585
4 98 0.0 0.0
4 99 0.5114679362005655 0.5114679362005655
4 100 1.715427754210405 1.715427754210405
5 1 1.194160791439677 1.194160791439677
5 2 0.25575323416579815 0.25575323416579815
5 3 0.43992889941514407 0.43992889941514407
5 4 1.177947012023532 1.177947012023532
5 5 0.0 0.0
5 6 0.3879211766569768 0.3879211766569768
5 7 0.36282471171379843 0.36282471171379843
5 8 0.35304666675073687 0.35304666675073687
5 9 0.5588942631111962 0.5588942631111962
5 10 1.6539942302694626 1.6539942302694626
5 11 1.1253094025265487 1.1253094025265487
5 12 1.2976633116343834 1.2976633116343834
5 13 0.7440467486438133 0.7440467486438133
5 14 1.2242829593015465 1.2242829593015465
5 15 0.74507159646727 0.74507159646727
5 16 0.49516313872560885 0.49516313872560885
5 17 0.7864602779122101 0.7864602779122101
5 18 1.4159820720999439 1.4159820720999439
5 19 1.989252892152096 1.989252892152096
5 20 1.3524165478800514 1.3524165478800514
5 21 1.2902138050821637 1.2902138050821637
5 22 1.544646602439172 1.544646602439172
5 23 0.41879061132694523 0.41879061132694523
5 24 1.6934511849460512 1.6934511849460512
5 25 0.5127361179520796 0.5127361179520796
5 26 0.40931802355724595 0.40931802355724595
5 27 0.6150960515852302 0.6150960515852302
5 28 0.36437617024882785 0.36437617024882785
5 29 1.2341144564353108 1.2341144564353108
5 30 1.3922895136224032 1.3922895136224032
5 31 0.37105510277686854 0.37105510277686854
5 32 0.0 0.0
5 33 0.19370627191376263 0.19370627191376263
5 34 0.5226046113178933 0.5226046113178933
5 35 1.2513543347960856 1.2513543347960856
5 36 0.0 0.0
5 37 1.0779568540823907 1.0779568540823907
5 38 0.3271087819090137 0.3271087819090137
5 39 1.176462041879357 1.176462041879357
5 40 0.5128113256230754 0.5128113256230754
5 41 1.2021098591277366 1.2021098591277366
5 42 1.4203156688877996 1.4203156688877996
5 43 0.6432105555525157 0.6432105555525157
5 44 0.2746072747397661 0.2746072747397661
5 45 1.430102103090254 1.430102103090254
5 46 0.6560100289967608 0.6560100289967608
5 47 1.1748314347003943 1.1748314347003943
5 48 0.5448094949054909 0.5448094949054909
5 49 0.5203733819792126 0.5203733819792126
5 50 1.0445774249906024 1.0445774249906024
5 51 0.0 0.0
5 52 -1.0 0.0
5 53 1.1797098909622303 1.1797098909622303
5 54 0.4088184314088203 0.4088184314088203
5 55 0.40650267713124394 0.40650267713124394
5 56 0.47428296504595635 0.47428296504595635
5 57 1.1806821563822834 1.1806821563822834
5 58 1.0858142324923266 1.0858142324923266
5 59 0.8754021821897041 0.8754021821897041
5 60 0.7393045199115191 0.7393045199115191
5 61 0.40983351975934784 0.40983351975934784
5 62 0.9325605463781348 0.9325605463781348
5 63 1.203252294262779 1.203252294262779
5 64 0.3829604052106423 0.3829604052106423
5 65 0.8187589803533586 0.8187589803533586
5 66 1.1493647338512216 1.1493647338512216
5 67 1.0881889648083516 1.0881889648083516
5 68 1.5368450326391816 1.5368450326391816
5 69 0.6718507920906465 0.6718507920906465
5 70 1.2277240674404073 1.2277240674404073
5 71 0.5475047994734366 0.5475047994734366
5 72 0.6933742230765865 0.6933742230765865
5 73 0.2999803799041835 0.2999803799041835
5 74 0.2233959280320941 0.2233959280320941
5 75 1.656109846206605 1.656109846206605
5 76 0.5286738110310499 0.5286738110310499
5 77 0.7636181375247485 0.7636181375247485
5 78 1.4250615382882967 1.4250615382882967
5 79 0.9044788394964293 0.9044788394964293
5 80 1.2722782295151842 1.2722782295151842
5 81 0.3554097761899642 0.3554097761899642
5 82 1.289935631579852 1.289935631579852
5 83 0.36460513062624467 0.36460513062624467
5 84 0.5353694333112416 0.5353694333112416
5 85 1.1663714122446025 1.1663714122446025
5 86 1.769416648000842 1.769416648000842
5 87 0.6757254293129924 0.6757254293129924
5 88 0.629768619161904 0.629768619161904
5 89 1.0476524600464832 1.0476524600464832
5 90 1.7560691749830037 1.7560691749830037
5 91 0.33035318335358854 0.33035318335358854
5 92 0.6365861009566237 0.6365861009566237
5 93 0.5340806665951876 0.5340806665951876
5 94 1.1977438121451496 1.1977438121451496
5 95 1.9234930525878546 1.9234930525878546
5 96 0.41516959134937104 0.41516959134937104
5 97 0.4961232613060591 0.4961232613060591
5 98 0.39767209126445857 0.39767209126445857
5 99 0.0 0.0
5 100 1.728431168729887 1.728431168729887
6 1 1.194160791439677 1.194160791439677
6 2 0.25575323416579815 0.25575323416579815
6 3 0.9698485451587969 0.9698485451587969
6 4 1.177947012023532 1.177947012023532
6 5 0.0 0.0
6 6 0.5849283091639388 0.5849283091639388
6 7 0.2919102190980063 0.2919102190980063
6 8 0.22136298359174703 0.22136298359174703
6 9 0.5588942631111962 0.5588942631111962
6 10 1.6461910849826593 1.6461910849826593
6 11 0.8012226758625893 0.8012226758625893
6 12 0.6506242582322055 0.6506242582322055
6 13 0.7440467486438133 0.7440467486438133
6 14 1.2242829593015465 1.2242829593015465
6 15 0.9267281626306942 0.9267281626306942
6 16 0.0 0.0
6 17 0.9664466908590829 0.9664466908590829
6 18 1.4159820720999439 1.4159820720999439
6 19 1.989252892152096 1.989252892152096
6 20 1.3524165478800514 1.3524165478800514
6 21 1.2902138050821637 1.2902138050821637
6 22 1.5240692453876357 1.5240692453876357
6 23 0.41879061132694523 0.41879061132694523
6 24 1.6971107673920676 1.6971107673920676
6 25 0.8044466063881407 0.8044466063881407
6 26 0.40931802355724595 0.40931802355724595
6 27 0.6150960515852302 0.6150960515852302
6 28 0.36437617024882785 0.36437617024882785
6 29 1.2341144564353108 1.2341144564353108
6 30 1.3922895136224032 1.3922895136224032
6 31 0.37105510277686854 0.37105510277686854
6 32 0.7055741466271293 0.7055741466271293
6 33 0.19370627191376263 0.19370627191376263
6 34 0.5226046113178933 0.5226046113178933
6 35 1.2513543347960856 1.2513543347960856
6 36 0.198613275843269 0.198613275843269
6 37 1.0822927599744703 1.0822927599744703
6 38 0.3271087819090137 0.3271087819090137
6 39 0.8481566350406928 0.8481566350406928
6 40 0.5128113256230754 0.5128113256230754
6 41 1.2021098591277366 1.2021098591277366
6 42 1.4203156688877996 1.4203156688877996
6 43 0.9079468521434378 0.9079468521434378
6 44 0.2746072747397661 0.2746072747397661
6 45 1.430102103090254 1.430102103090254
6 46 0.0 0.0
6 47 1.1748314347003943 1.1748314347003943
6 48 0.5448094949054909 0.5448094949054909
6 49 1.4300256374402553 1.4300256374402553
6 50 0.6116280853693928 0.6116280853693928
6 51 0.5274868269762503 0.5274868269762503
6 52 -1.0 0.0
6 53 1.1797098909622303 1.1797098909622303
6 54 0.41927631962584105 0.41927631962584105
6 55 0.782674091871291 0.782674091871291
6 56 0.47428296504595635 0.47428296504595635
6 57 1.1806821563822834 1.1806821563822834
6 58 0.5833676184690354 0.5833676184690354
6 59 0.8754021821897041 0.8754021821897041
6 60 0.7393045199115191 0.7393045199115191
6 61 1.9966715707169502 1.9966715707169502
6 62 0.5943930529486072 0.5943930529486072
6 63 1.2032522942627792 1.2032522942627792
6 64 0.9579432515498374 0.9579432515498374
6 65 0.29165605137568856 0.29165605137568856
6 66 1.1493647338512216 1.1493647338512216
6 67 1.0881889648083516 1.0881889648083516
6 68 1.5368450326391816 1.5368450326391816
6 69 0.6718507920906465 0.6718507920906465
6 70 1.2277240674404073 1.2277240674404073
6 71 0.990042227410646 0.990042227410646
6 72 0.9617662829791599 0.9617662829791599
6 73 1.6198964815648575 1.6198964815648575
6 74 0.3895215413987008 0.3895215413987008
6 75 1.4229324477260896 1.4229324477260896
6 76 1.0573476220621 1.0573476220621
6 77 0.7636181375247485 0.7636181375247485
6 78 1.3739082147869746 1.3739082147869746
6 79 0.9044788394964293 0.9044788394964293
6 80 1.2722782295151842 1.2722782295151842
6 81 0.3554097761899642 0.3554097761899642
6 82 1.7506963683215784 1.7506963683215784
6 83 0.3737970372752458 0.3737970372752458
6 84 0.0 0.0
6 85 0.5046363423208658 0.5046363423208658
6 86 1.769416648000845 1.769416648000845
6 87 0.7509781962671294 0.7509781962671294
6 88 0.4817904019008123 0.4817904019008123
6 89 0.5238262300232425 0.5238262300232425
6 90 1.7560691749830029 1.7560691749830029
6 91 0.4693428168471401 0.4693428168471401
6 92 1.1762577387099724 1.1762577387099724
6 93 0.3870753545946787 0.3870753545946787
6 94 1.1977438121451496 1.1977438121451496
6 95 1.870622740854261 1.870622740854261
6 96 0.4582876846708537 0.4582876846708537
6 97 0.4961232613060591 0.4961232613060591
6 98 0.3257120641175073 0.3257120641175073
6 99 0.0 0.0
6 100 1.7284311687298874 1.7284311687298874
7 1 1.194160791439677 1.194160791439677
7 2 0.3206854618321771 0.3206854618321771
7 3 0.9698485451587969 0.9698485451587969
7 4 1.1880850171184782 1.1880850171184782
7 5 0.0 0.0
7 6 0.5849283091639388 0.5849283091639388
7 7 0.9481066621343985 0.9481066621343985
7 8 0.5313206993511714 0.5313206993511714
7 9 0.7302305454629624 0.7302305454629624
7 10 1.6461910849826593 1.6461910849826593
7 11 0.8012226758625893 0.8012226758625893
7 12 1.1799573634825207 1.1799573634825207
7 13 0.7440467486438113 0.7440467486438113
7 14 0.40330524402040496 0.40330524402040496
7 15 0.9734829541254498 0.9734829541254498
7 16 0.0 0.0
7 17 0.9664466908590829 0.9664466908590829
7 18 1.0429424734630575 1.0429424734630575
7 19 1.9892528921520998 1.9892528921520998
7 20 1.2278204288070884 1.2278204288070884
7 21 0.808681207551564 0.808681207551564
7 22 1.5240692453876357 1.5240692453876357
7 23 0.0 0.0
7 24 1.5546845426324885 1.5546845426324885
7 25 0.8044466063881407 0.8044466063881407
7 26 0.21423073997359252 0.21423073997359252
7 27 0.2400261807241656 0.2400261807241656
7 28 0.685953401347922 0.685953401347922
7 29 1.0283328261211475 1.0283328261211475
7 30 0.696144756811202 0.696144756811202
7 31 0.43267718725171245 0.43267718725171245
7 32 0.0 0.0
7 33 0.42952001089329533 0.42952001089329533
7 34 0.5656631551273247 0.5656631551273247
7 35 1.297915318336603 1.297915318336603
7 36 0.4346409699918914 0.4346409699918914
7 37 1.0822927599744703 1.0822927599744703
7 38 0.5270765917656929 0.5270765917656929
7 39 0.8481566350406928 0.8481566350406928
7 40 0.6293643750442999 0.6293643750442999
7 41 1.2183426136831337 1.2183426136831337
7 42 0.5300213269403574 0.5300213269403574
7 43 1.5214747371152848 1.5214747371152848
7 44 0.3131657512493076 0.3131657512493076
7 45 1.434155666762169 1.434155666762169
7 46 0.0 0.0
7 47 1.1323264309197945 1.1323264309197945
7 48 1.0489679420495952 1.0489679420495952
7 49 0.0 0.0
7 50 0.6116280853693928 0.6116280853693928
7 51 0.0 0.0
7 52 0.864484973251051 0.864484973251051
7 53 1.3196365452602468 1.3196365452602468
7 54 0.41927631962584105 0.41927631962584105
7 55 0.782674091871291 0.782674091871291
7 56 1.042364408799502 1.042364408799502
7 57 1.5030089528248167 1.5030089528248167
7 58 0.5833676184690371 0.5833676184690371
7 59 1.241536563052928 1.241536563052928
7 60 0.5061019505482215 0.5061019505482215
7 61 1.9966715707169482 1.9966715707169482
7 62 0.5943930529486072 0.5943930529486072
7 63 1.2032522942627797 1.2032522942627797
7 64 1.011630583436828 1.011630583436828
7 65 0.29165605137568856 0.29165605137568856
7 66 1.1024391337168788 1.1024391337168788
7 67 0.6992871468215588 0.6992871468215588
7 68 0.769002886239953 0.769002886239953
7 69 0.4030180611335492 0.4030180611335492
7 70 1.1887436373853042 1.1887436373853042
7 71 0.9071356536250383 0.9071356536250383
7 72 1.2059455108663297 1.2059455108663297
7 73 1.6198964815648575 1.6198964815648575
7 74 1.5324722289731285 1.5324722289731285
7 75 1.4229324477260896 1.4229324477260896
7 76 1.0573476220621 1.0573476220621
7 77 0.46897724628674825 0.46897724628674825
7 78 1.583006437661153 1.583006437661153
7 79 0.8695122589933212 0.8695122589933212
7 80 1.0900632148015619 1.0900632148015619
7 81 0.3554097761899634 0.3554097761899634
7 82 1.7506963683215784 1.7506963683215784
7 83 0.0 0.0
7 84 0.0 0.0
7 85 0.7734218221706216 0.7734218221706216
7 86 1.769416648000845 1.769416648000845
7 87 0.7509781962671294 0.7509781962671294
7 88 0.4817904019008123 0.4817904019008123
7 89 0.5238262300232425 0.5238262300232425
7 90 1.7560691749830029 1.7560691749830029
7 91 0.4693428168471392 0.4693428168471392
7 92 1.212023826808048 1.212023826808048
7 93 0.3870753545946787 0.3870753545946787
7 94 1.1808685651322457 1.1808685651322457
7 95 1.898568239382097 1.898568239382097
7 96 0.6219865282867828 0.6219865282867828
7 97 0.7016242447477986 0.7016242447477986
7 98 0.3257120641175073 0.3257120641175073
7 99 0.6941625895879684 0.6941625895879684
7 100 1.7284311687298874 1.7284311687298874
8 1 1.194160791439677 1.194160791439677
8 2 0.6942148852686211 0.6942148852686211
8 3 0.6338650341217991 0.6338650341217991
8 4 1.1880850171184787 1.1880850171184787
8 5 0.6138147720841458 0.6138147720841458
8 6 0.22781036212350603 0.22781036212350603
8 7 0.5687335837354439 0.5687335837354439
8 8 0.5313206993511714 0.5313206993511714
8 9 0.775792084510854 0.775792084510854
8 10 1.6539942302694621 1.6539942302694621
8 11 0.8990034989718224 0.8990034989718224
8 12 1.1799573634825207 1.1799573634825207
8 13 1.430768023622926 1.430768023622926
8 14 0.5685950311438209 0.5685950311438209
8 15 0.9734829541254498 0.9734829541254498
8 16 0.2769474846036568 0.2769474846036568
8 17 1.0161167107716 1.0161167107716
8 18 1.4015280727996302 1.4015280727996302
8 19 1.9892528921520998 1.9892528921520998
8 20 1.3529994892118187 1.3529994892118187
8 21 0.7505668486462068 0.7505668486462068
8 22 1.5264063429526866 1.5264063429526866
8 23 0.48272659603231277 0.48272659603231277
8 24 1.5546845426324885 1.5546845426324885
8 25 0.7658103537542917 0.7658103537542917
8 26 0.3396204103659379 0.3396204103659379
8 27 0.4696219071788254 0.4696219071788254
8 28 0.6859534013479209 0.6859534013479209
8 29 1.068184193501901 1.068184193501901
8 30 1.2863077849658338 1.2863077849658338
8 31 0.6185669793773896 0.6185669793773896
8 32 0.0 0.0
8 33 0.56119493890648 0.56119493890648
8 34 0.8866861132006653 0.8866861132006653
8 35 1.1991173975440592 1.1991173975440592
8 36 0.4346409699918914 0.4346409699918914
8 37 1.0723996744540545 1.0723996744540545
8 38 0.32123431261495766 0.32123431261495766
8 39 1.116858042959182 1.116858042959182
8 40 0.6700202860282704 0.6700202860282704
8 41 1.1284405007161036 1.1284405007161036
8 42 0.6700839710625317 0.6700839710625317
8 43 1.5214747371152848 1.5214747371152848
8 44 0.22388764875992712 0.22388764875992712
8 45 1.434155666762169 1.434155666762169
8 46 0.5976626715296807 0.5976626715296807
8 47 1.1694568683428679 1.1694568683428679
